tap_number,date_time,beer,brewer,style,keg_cost,glass_price
6,Thu Dec 08 2016 20:44:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Thu Dec 08 2016 21:38:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Fri Dec 09 2016 15:27:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Fri Dec 09 2016 17:59:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Fri Dec 09 2016 19:37:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Dec 09 2016 23:00:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Sun Dec 11 2016 15:54:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Sun Dec 11 2016 19:05:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Mon Dec 12 2016 22:10:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Tue Dec 13 2016 17:39:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Tue Dec 13 2016 20:11:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Wed Dec 14 2016 19:13:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Wed Dec 14 2016 21:55:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Wed Dec 14 2016 23:12:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Thu Dec 15 2016 18:45:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Fri Dec 16 2016 13:54:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Dec 16 2016 15:17:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Fri Dec 16 2016 15:50:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
3,Fri Dec 16 2016 21:45:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Fri Dec 16 2016 22:18:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Dec 16 2016 22:37:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Sun Dec 18 2016 18:30:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Mon Dec 19 2016 21:02:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Mon Dec 19 2016 21:31:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Tue Dec 20 2016 18:55:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Wed Dec 21 2016 18:17:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu Dec 22 2016 16:16:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Thu Dec 22 2016 19:14:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Thu Dec 22 2016 20:42:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Thu Dec 22 2016 22:14:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Fri Dec 23 2016 17:17:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Dec 23 2016 19:58:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Fri Dec 23 2016 21:51:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
5,Fri Dec 23 2016 22:15:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Sat Dec 24 2016 00:54:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Sun Dec 25 2016 19:54:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Sun Dec 25 2016 21:49:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Tue Dec 27 2016 17:56:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Tue Dec 27 2016 18:17:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Wed Dec 28 2016 22:56:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu Dec 29 2016 15:28:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Dec 29 2016 20:13:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Dec 29 2016 21:28:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Thu Dec 29 2016 22:29:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Dec 30 2016 19:28:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Fri Dec 30 2016 19:58:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Dec 30 2016 20:43:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Dec 30 2016 22:43:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Sun Jan 01 2017 16:09:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Mon Jan 02 2017 12:29:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Mon Jan 02 2017 17:44:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Tue Jan 03 2017 21:41:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Wed Jan 04 2017 15:01:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Jan 05 2017 12:39:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Jan 05 2017 17:06:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Jan 05 2017 19:54:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Jan 05 2017 22:53:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Fri Jan 06 2017 00:08:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Fri Jan 06 2017 16:18:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Fri Jan 06 2017 16:32:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Jan 06 2017 20:05:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Jan 06 2017 20:19:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Fri Jan 06 2017 20:34:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Sat Jan 07 2017 00:50:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Sat Jan 07 2017 20:57:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Mon Jan 09 2017 14:56:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Mon Jan 09 2017 19:43:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Mon Jan 09 2017 22:08:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Tue Jan 10 2017 23:42:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Tue Jan 10 2017 23:54:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Jan 12 2017 16:48:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Jan 12 2017 18:34:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Thu Jan 12 2017 21:18:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Jan 12 2017 22:37:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Jan 13 2017 16:17:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Fri Jan 13 2017 19:08:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Jan 13 2017 21:15:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sat Jan 14 2017 00:24:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
4,Sun Jan 15 2017 17:34:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
6,Sun Jan 15 2017 18:23:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Mon Jan 16 2017 18:58:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Mon Jan 16 2017 22:20:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Wed Jan 18 2017 00:37:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Wed Jan 18 2017 18:52:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Jan 19 2017 18:40:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Jan 19 2017 18:48:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Jan 19 2017 23:41:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Jan 19 2017 23:58:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Fri Jan 20 2017 15:37:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Fri Jan 20 2017 19:56:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Fri Jan 20 2017 23:24:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Sat Jan 21 2017 00:21:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Sun Jan 22 2017 19:32:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
5,Mon Jan 23 2017 20:34:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Mon Jan 23 2017 22:23:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Tue Jan 24 2017 23:36:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Wed Jan 25 2017 17:00:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Thu Jan 26 2017 17:45:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Thu Jan 26 2017 18:18:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Jan 26 2017 22:14:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Jan 26 2017 23:41:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
2,Fri Jan 27 2017 14:00:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Fri Jan 27 2017 17:25:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Jan 27 2017 18:21:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Jan 27 2017 20:53:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
3,Fri Jan 27 2017 22:07:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Sat Jan 28 2017 00:48:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Sat Jan 28 2017 22:56:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Sun Jan 29 2017 21:12:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Mon Jan 30 2017 22:28:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Tue Jan 31 2017 20:19:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Wed Feb 01 2017 19:10:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
2,Wed Feb 01 2017 22:18:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Thu Feb 02 2017 00:25:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Thu Feb 02 2017 19:07:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
3,Thu Feb 02 2017 20:49:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Thu Feb 02 2017 22:51:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Fri Feb 03 2017 00:57:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
2,Fri Feb 03 2017 19:19:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Fri Feb 03 2017 21:33:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Fri Feb 03 2017 21:54:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Sat Feb 04 2017 19:33:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Sat Feb 04 2017 21:42:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Sun Feb 05 2017 21:57:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Mon Feb 06 2017 22:10:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Tue Feb 07 2017 16:19:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Tue Feb 07 2017 22:57:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Wed Feb 08 2017 20:25:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Thu Feb 09 2017 14:55:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Thu Feb 09 2017 16:31:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
2,Thu Feb 09 2017 20:57:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
6,Thu Feb 09 2017 21:38:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Fri Feb 10 2017 16:46:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Feb 10 2017 18:21:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Fri Feb 10 2017 21:43:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Fri Feb 10 2017 22:04:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Sat Feb 11 2017 00:18:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Sat Feb 11 2017 20:01:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
2,Sat Feb 11 2017 20:43:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Mon Feb 13 2017 17:42:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Mon Feb 13 2017 18:56:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Tue Feb 14 2017 14:12:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
2,Tue Feb 14 2017 20:37:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Wed Feb 15 2017 19:08:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
2,Thu Feb 16 2017 13:28:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
3,Thu Feb 16 2017 17:59:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Thu Feb 16 2017 20:55:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Thu Feb 16 2017 22:18:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Feb 17 2017 16:56:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
2,Fri Feb 17 2017 17:30:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Fri Feb 17 2017 21:22:00 GMT-0700 (MST),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
2,Fri Feb 17 2017 21:35:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Fri Feb 17 2017 22:42:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Sat Feb 18 2017 22:07:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Sat Feb 18 2017 23:56:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Sun Feb 19 2017 23:15:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Mon Feb 20 2017 22:54:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Tue Feb 21 2017 17:54:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
5,Wed Feb 22 2017 19:20:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
3,Thu Feb 23 2017 16:39:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Feb 23 2017 17:40:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Thu Feb 23 2017 21:43:00 GMT-0700 (MST),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Thu Feb 23 2017 22:38:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Fri Feb 24 2017 00:06:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Feb 24 2017 19:56:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Fri Feb 24 2017 20:12:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Sat Feb 25 2017 17:34:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Sat Feb 25 2017 19:50:00 GMT-0700 (MST),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sun Feb 26 2017 23:36:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
5,Mon Feb 27 2017 14:15:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
2,Mon Feb 27 2017 23:03:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Tue Feb 28 2017 13:01:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Tue Feb 28 2017 21:33:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Wed Mar 01 2017 17:27:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Wed Mar 01 2017 23:53:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Thu Mar 02 2017 17:52:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
3,Thu Mar 02 2017 20:00:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Thu Mar 02 2017 21:46:00 GMT-0700 (MST),Posers,ABC Brewery,Light Lager,49.05,3
3,Fri Mar 03 2017 16:40:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Mar 03 2017 17:29:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
2,Fri Mar 03 2017 17:59:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Fri Mar 03 2017 21:48:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Fri Mar 03 2017 23:14:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Sat Mar 04 2017 17:13:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Sat Mar 04 2017 19:41:00 GMT-0700 (MST),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Mon Mar 06 2017 18:38:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
2,Mon Mar 06 2017 19:50:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Mon Mar 06 2017 23:50:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
2,Wed Mar 08 2017 00:15:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Wed Mar 08 2017 18:44:00 GMT-0700 (MST),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Thu Mar 09 2017 16:01:00 GMT-0700 (MST),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Thu Mar 09 2017 19:28:00 GMT-0700 (MST),Splatz,Big Beer Corp,Light Lager,51.20,3
2,Thu Mar 09 2017 19:39:00 GMT-0700 (MST),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Fri Mar 10 2017 00:07:00 GMT-0700 (MST),Sour Divide,Mile High Beer,Sour,108.80,5
5,Fri Mar 10 2017 00:40:00 GMT-0700 (MST),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
2,Fri Mar 10 2017 00:42:00 GMT-0700 (MST),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Mar 10 2017 19:29:00 GMT-0700 (MST),Stout Street,Downtown Brewers,Stout,88.81,4.5
2,Fri Mar 10 2017 20:45:00 GMT-0700 (MST),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Mar 10 2017 23:25:00 GMT-0700 (MST),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
2,Sat Mar 11 2017 14:26:00 GMT-0700 (MST),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Sun Mar 12 2017 18:25:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
2,Mon Mar 13 2017 19:04:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Mon Mar 13 2017 21:34:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Mon Mar 13 2017 21:41:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Wed Mar 15 2017 00:06:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Wed Mar 15 2017 19:58:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Mar 16 2017 17:35:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Thu Mar 16 2017 20:09:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
2,Thu Mar 16 2017 20:17:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Mar 16 2017 21:21:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Thu Mar 16 2017 21:51:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Mar 17 2017 17:23:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Fri Mar 17 2017 17:44:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Fri Mar 17 2017 21:34:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Fri Mar 17 2017 22:36:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Sat Mar 18 2017 17:56:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Sat Mar 18 2017 20:15:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Sun Mar 19 2017 19:41:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
2,Mon Mar 20 2017 19:56:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Tue Mar 21 2017 19:53:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
2,Wed Mar 22 2017 00:54:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Wed Mar 22 2017 18:43:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Wed Mar 22 2017 20:57:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Thu Mar 23 2017 17:18:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Mar 23 2017 21:28:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Mar 23 2017 21:51:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Fri Mar 24 2017 18:28:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Mar 24 2017 19:01:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Fri Mar 24 2017 20:47:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Mar 24 2017 22:44:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Sat Mar 25 2017 22:07:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
